frame,class,x1,y1,x2,y2,confidence
2,person,776.0081,367.7451,802.3220,427.2785,0.6506
2,person,1037.0302,930.5892,1076.2815,1009.6805,0.5972
2,person,1157.6965,722.5707,1205.1282,796.8505,0.5650
2,person,1123.8524,706.8580,1181.0421,792.8365,0.5304
3,person,536.6774,688.5511,579.5332,785.5569,0.8763
3,person,358.9829,724.6945,397.8770,829.4908,0.8480
3,person,997.1465,455.3242,1030.8256,526.8018,0.8427
3,person,1579.8530,612.6940,1619.9432,701.3350,0.8379
3,person,331.2648,494.2836,365.9301,569.4813,0.8221
3,person,601.1574,590.6027,639.4415,672.1128,0.8048
3,person,878.6157,360.4087,907.3168,422.3687,0.8031
3,person,223.8994,514.2409,257.7227,594.9205,0.7969
3,person,1231.4911,431.6715,1269.0579,501.4465,0.7841
3,person,127.5933,970.6317,168.1993,1079.5233,0.7803
3,person,1373.0431,816.1978,1430.1199,905.4604,0.7791
3,person,870.5579,641.2607,909.7322,723.9904,0.7759
3,person,1280.5298,394.4716,1312.7142,462.1168,0.7720
3,person,1311.0356,449.3062,1357.5038,517.0631,0.7711
3,person,374.6072,306.2542,400.5175,367.6030,0.7593
3,person,1850.2080,807.7543,1893.5330,920.3892,0.7533
3,person,1123.7279,706.4592,1188.7421,793.3546,0.7354
3,person,1170.3334,354.7098,1194.0463,411.2581,0.7348
3,person,775.4825,417.3207,805.9752,493.4109,0.7140
3,person,1162.4982,726.9608,1209.0762,796.9968,0.6717
3,person,775.3360,368.0065,802.1789,427.3922,0.6643
3,person,1038.0710,930.7316,1077.7906,1007.3502,0.6022
3,sports ball,1199.9478,858.9657,1215.2155,873.6310,0.5701
4,person,357.8226,726.0778,397.3671,831.7205,0.8635
4,person,536.3725,688.5899,580.0104,786.0141,0.8599
4,person,1000.1816,455.5789,1031.1150,528.2933,0.8348
4,person,1584.2124,614.6241,1622.3767,707.3889,0.8316
4,person,332.7195,493.6989,366.0488,569.1828,0.8189
4,person,603.3206,589.6541,643.2810,672.7301,0.8122
4,person,1313.3610,448.3593,1359.9467,516.9758,0.8091
4,person,224.3283,515.1135,257.7337,594.7968,0.8089
4,person,1371.0938,816.5175,1419.0935,906.2761,0.8084
4,person,880.6230,641.4998,916.1125,723.5744,0.8019
4,person,126.7946,970.5947,167.4253,1079.7068,0.7925
4,person,1233.5109,433.0750,1269.4866,501.3591,0.7758
4,person,1280.6647,393.9651,1315.6591,463.9201,0.7755
4,person,882.4779,359.2882,908.3053,422.3989,0.7738
4,person,1169.5382,355.0239,1197.1381,412.2278,0.7591
4,person,1850.4291,807.8364,1892.6627,920.6647,0.7557
4,person,373.8008,306.5841,399.3637,366.7091,0.7461
4,person,1123.9377,707.4091,1197.4041,793.5397,0.7243
4,person,774.8060,422.1808,805.8968,495.3297,0.7064
4,person,774.6086,369.0182,800.8400,429.3366,0.6899
4,person,1097.5944,306.6304,1118.9177,360.3720,0.6461
4,person,1039.5485,930.1296,1077.9237,1006.9061,0.6431
4,person,1158.3436,728.4822,1210.4601,796.5707,0.5753
4,sports ball,1204.7626,862.8608,1220.6045,879.0294,0.5615
4,person,691.5980,994.2420,734.6661,1078.2167,0.4578
5,person,537.9752,688.8826,578.6880,786.0707,0.8726
5,person,357.8389,729.7747,397.2874,834.2463,0.8701
5,person,1001.1949,457.7057,1031.2789,528.1578,0.8441
5,person,608.3809,590.7858,646.1841,675.0710,0.8432
5,person,1587.6112,616.3196,1625.2599,711.4973,0.8375
5,person,890.4786,639.8049,923.0697,723.7526,0.8282
5,person,1237.2588,433.4191,1271.3842,501.2950,0.8161
5,person,225.4003,515.7397,258.8562,594.0471,0.8128
5,person,336.3212,494.0397,366.4917,569.5236,0.7988
5,person,1281.4255,395.8773,1317.2610,465.1749,0.7929
5,person,886.9233,358.7088,910.7173,422.8895,0.7841
5,person,126.2501,970.7205,167.5865,1079.9974,0.7838
5,person,1851.4589,808.1737,1892.4467,918.5949,0.7672
5,person,1170.9789,353.8820,1200.3224,414.2312,0.7557
5,person,1364.6763,820.2400,1408.3578,907.1503,0.7352
5,person,1324.9303,447.9424,1364.3448,517.5590,0.7274
5,person,373.0052,306.3189,398.7203,367.1027,0.7088
5,person,1097.7339,308.6048,1119.3275,360.4926,0.7061
5,person,774.0923,369.8718,800.4725,430.8036,0.6993
5,person,774.9086,423.1719,805.9523,496.0670,0.6663
5,person,1131.1816,706.9126,1209.0944,789.4717,0.6010
5,person,1040.8738,929.9262,1081.0360,1007.9855,0.5983
5,person,1165.9347,726.9529,1215.2084,796.7838,0.4575
6,person,539.2696,689.7677,577.8671,785.9909,0.8822
6,person,357.7895,731.9871,397.5357,837.2092,0.8743
6,person,611.6735,590.8616,650.9630,679.0131,0.8502
6,person,1591.2037,618.4446,1631.5247,714.2512,0.8479
6,person,1004.3291,459.4314,1031.4613,529.2784,0.8449
6,person,893.2742,636.6638,933.5245,724.3032,0.8188
6,person,226.1798,516.0854,259.9006,597.0883,0.8132
6,person,1343.0415,823.1342,1408.2197,908.8239,0.8081
6,person,338.9451,493.4798,369.2432,569.4612,0.8033
6,person,1282.3752,395.3459,1318.4401,465.9757,0.7997
6,person,1240.8612,433.5843,1273.9070,501.6831,0.7921
6,person,125.9853,970.5599,167.9901,1079.9221,0.7760
6,person,889.2977,360.1934,913.2951,423.4698,0.7736
6,person,1329.6486,449.1031,1366.9795,516.2566,0.7701
6,person,1173.6575,353.7047,1203.6740,413.5138,0.7691
6,person,1850.4728,807.8699,1892.3809,918.8890,0.7639
6,person,373.8539,306.5215,398.6056,367.7596,0.7042
6,person,1042.0956,929.9152,1081.4146,1010.2874,0.6944
6,person,1098.2314,309.0613,1120.1400,360.4631,0.6916
6,person,773.4148,369.7586,799.6538,430.3486,0.6895
6,person,777.4493,424.5506,805.1865,496.4115,0.6386
6,person,1145.0485,706.0779,1229.5948,798.4832,0.5651
7,person,540.4005,689.8083,578.0780,785.8827,0.8812
7,person,357.0029,732.8806,397.4342,838.6190,0.8678
7,person,617.2670,592.7197,658.2414,679.2263,0.8558
7,person,1596.4054,621.8992,1633.3231,718.1016,0.8507
7,person,1006.2390,459.9226,1032.8815,529.8657,0.8252
7,person,896.5602,637.3125,944.3945,725.1539,0.8198
7,person,339.1767,493.4282,373.9012,569.5080,0.8142
7,person,228.3287,516.5303,259.9203,596.6580,0.8130
7,person,1284.3956,395.9312,1320.3182,467.2925,0.8088
7,person,1333.9453,449.0114,1371.5270,517.1302,0.8042
7,person,1245.3007,432.4322,1275.5226,501.9585,0.7990
7,person,1335.7928,825.1161,1408.0525,916.4949,0.7929
7,person,892.0607,359.5436,915.0637,424.4435,0.7846
7,person,1850.5631,807.8655,1892.6547,919.0543,0.7783
7,person,125.8827,970.5665,168.1501,1079.8700,0.7759
7,person,1176.6655,354.4501,1207.9945,414.1178,0.7688
7,person,374.1646,306.5680,399.0432,367.3882,0.7213
7,person,1098.1333,310.1281,1121.0146,360.6198,0.7024
7,person,1045.9995,929.8980,1083.7617,1011.6909,0.6911
7,person,778.3718,420.8405,805.4176,496.9669,0.6851
7,person,773.5708,370.2865,799.5645,429.2106,0.6645
7,person,1156.2838,707.9562,1238.7653,798.7293,0.5881
7,sports ball,1220.5836,877.2149,1237.0089,892.2358,0.4338
7,person,314.6877,227.1664,331.9251,272.0116,0.4166
8,person,540.8590,690.8447,578.1954,784.9152,0.8871
8,person,355.2883,733.4626,397.3178,839.2505,0.8635
8,person,1318.4821,826.6106,1402.5011,920.9780,0.8632
8,person,621.5629,595.6678,661.2975,681.1940,0.8560
8,person,1009.1567,461.5269,1035.2198,529.4557,0.8379
8,person,1599.7368,625.4501,1637.7122,718.1348,0.8304
8,person,901.2108,637.1962,954.3324,729.4182,0.8290
8,person,337.1304,493.2003,376.9858,572.0662,0.8267
8,person,1285.5267,395.8767,1321.1177,467.0397,0.8143
8,person,229.5770,516.8242,260.4451,595.8394,0.8137
8,person,1335.9341,445.2560,1376.2438,517.4601,0.7971
8,person,893.4269,360.2330,918.5422,425.6346,0.7951
8,person,1245.3099,433.8394,1277.7881,502.6742,0.7946
8,person,1850.6594,807.9963,1892.7784,918.8059,0.7864
8,person,1165.8918,708.0690,1249.6211,808.6653,0.7803
8,person,125.9900,970.5685,168.0560,1079.8717,0.7674
8,person,1178.7877,354.3372,1210.1859,416.0795,0.7563
8,person,1100.2230,310.9627,1122.9003,360.3924,0.7382
8,person,374.2316,306.3866,398.5654,367.2278,0.7054
8,person,778.3138,420.6433,805.7393,496.8092,0.6885
8,person,1047.8937,929.6786,1085.1021,1011.6286,0.6787
8,person,773.5660,370.3064,799.8578,429.5616,0.6683
8,sports ball,1224.6768,881.5309,1239.6229,896.9718,0.6614
8,person,314.5285,226.0941,332.4661,270.9677,0.4268
9,person,540.9018,691.4361,578.4842,785.2256,0.8893
9,person,354.8328,735.7143,397.5824,841.5244,0.8664
9,person,905.6629,640.8975,973.6404,731.6628,0.8565
9,person,1010.8516,461.2587,1036.1362,529.2117,0.8360
9,person,337.0541,494.5782,381.0962,572.4255,0.8332
9,person,630.0764,597.1802,663.0610,680.8726,0.8317
9,person,1603.0686,629.5099,1643.4001,718.2232,0.8052
9,person,1337.8495,444.8343,1378.9915,519.4608,0.8049
9,person,230.0708,516.7407,261.0303,596.2094,0.8038
9,person,1246.4568,434.2052,1279.7576,504.2702,0.7980
9,person,1850.3379,808.0844,1893.9580,919.0615,0.7815
9,person,893.0673,362.1426,922.8619,426.3672,0.7764
9,person,1287.1166,396.6043,1321.8480,467.3990,0.7736
9,person,1316.6426,829.3083,1391.9150,923.2766,0.7719
9,person,125.7393,970.6727,167.8837,1080.,0.7674
9,person,1099.9712,312.0443,1123.6663,360.3199,0.7081
9,person,373.9171,306.6961,398.8793,367.8851,0.7036
9,person,1048.5950,929.7495,1086.5333,1011.5515,0.6955
9,person,1183.4792,356.1634,1212.0529,413.7257,0.6941
9,person,773.6547,370.3250,799.9889,432.2997,0.6745
9,person,778.1019,421.1608,806.2509,497.3091,0.6651
9,sports ball,1229.4113,886.5953,1245.1887,901.9476,0.6471
9,person,1167.0518,706.0184,1252.9495,812.7056,0.5827
9,person,314.4125,226.0556,332.4132,270.7651,0.4094
9,person,953.8304,222.6237,977.0453,277.0317,0.4033
10,person,540.1804,691.5989,580.1815,788.8938,0.8691
10,person,353.2567,736.6469,397.2932,842.4690,0.8621
10,person,1012.1863,460.9189,1039.5364,529.3054,0.8406
10,person,912.2498,642.6309,981.7046,731.7772,0.8393
10,person,338.3228,495.7487,383.4449,571.5712,0.8339
10,person,1605.9258,631.1455,1647.3977,718.1424,0.8289
10,person,637.6962,600.0028,667.1436,680.8565,0.8220
10,person,1247.0790,432.7991,1282.0496,505.0119,0.8112
10,person,1340.1162,444.8048,1380.8792,519.6724,0.8093
10,person,231.8594,516.9957,262.3614,596.4569,0.8025
10,person,894.7145,363.2466,926.0468,427.1874,0.7974
10,person,1850.4280,808.2572,1894.7908,919.3191,0.7872
10,person,125.6811,970.5471,167.9731,1080.,0.7777
10,person,1288.2667,397.3629,1323.3729,468.5274,0.7527
10,person,1101.0178,311.0491,1124.6986,359.7264,0.7451
10,person,374.1491,307.5364,399.1289,367.1680,0.7148
10,person,1051.3236,930.1313,1087.8557,1009.8342,0.7093
10,person,1316.1428,829.2482,1371.9845,926.2191,0.6939
10,person,779.0874,418.7443,806.6847,497.2207,0.6746
10,person,774.8095,370.1853,800.0374,430.5801,0.6527
10,person,1189.7682,357.7562,1214.4105,413.6190,0.5546
10,person,954.9045,221.4867,976.4608,276.8936,0.4421
11,person,539.9092,692.5363,580.7277,789.5796,0.8652
11,person,352.0811,738.1931,397.1360,842.5225,0.8564
11,person,338.5175,496.1694,384.7423,571.9926,0.8419
11,person,1013.6027,461.8640,1040.6566,530.2728,0.8390
11,person,1342.1569,445.7357,1384.0948,518.6130,0.8292
11,person,1310.9595,831.9009,1359.1022,925.9641,0.8246
11,person,1608.3805,633.6144,1649.0138,718.0167,0.8230
11,person,644.4782,600.2832,672.5468,681.2594,0.8174
11,person,1247.0894,434.1440,1284.7798,504.9007,0.8144
11,person,232.0335,517.4872,262.8444,596.2220,0.8071
11,person,1849.9200,808.3103,1896.1791,919.5626,0.8013
11,person,125.7396,970.4592,167.7752,1079.9155,0.7820
11,person,894.3527,364.8940,928.1173,427.6754,0.7771
11,person,1291.4181,398.7044,1323.9430,469.2664,0.7530
11,person,373.8901,308.5250,399.4214,369.4114,0.7369
11,person,931.6820,646.0957,990.9554,735.8411,0.7219
11,person,779.4294,418.3140,807.8833,497.2858,0.7028
11,person,1055.1699,930.1027,1090.1343,1004.5124,0.6701
11,person,1101.2965,313.2794,1125.6588,361.5534,0.6497
11,person,775.1411,370.4973,799.5271,428.8515,0.6291
11,person,1195.7574,358.2696,1216.3411,414.4480,0.5903
11,person,701.2533,991.8049,746.4417,1078.4230,0.4809
12,person,540.3224,695.0330,581.7048,792.3129,0.8671
12,person,350.8428,739.1327,396.6790,842.9095,0.8549
12,person,1013.1393,462.1178,1043.2775,530.9363,0.8434
12,person,338.9628,496.4253,386.1146,572.9835,0.8326
12,person,232.2548,517.4982,264.5211,596.4307,0.8185
12,person,648.3054,599.6141,676.8878,681.6166,0.8098
12,person,1247.6704,436.0002,1286.5951,505.0373,0.8068
12,person,1610.9573,633.9598,1650.0950,723.2170,0.8051
12,person,1850.0128,808.3466,1897.2493,919.1595,0.8024
12,person,945.4929,649.5804,994.0818,736.8413,0.8016
12,person,125.7245,970.4941,167.6348,1079.8923,0.7936
12,person,895.0096,366.6526,928.4015,427.3900,0.7830
12,person,1293.7395,398.7051,1325.2509,469.2077,0.7621
12,person,1057.1338,927.4794,1091.2844,1002.8463,0.7509
12,person,1348.5806,447.1858,1388.4155,520.3539,0.7480
12,person,373.7446,309.2917,399.2856,369.3514,0.7358
12,person,1102.8743,312.7784,1127.5945,363.4709,0.6865
12,person,1199.6019,358.5111,1219.1605,413.5962,0.6851
12,person,774.9580,370.7342,800.4686,435.5846,0.6749
12,person,778.4191,420.0054,807.3472,497.3911,0.6604
12,person,1303.7303,835.7845,1356.9628,925.6066,0.6255
12,person,1207.2502,716.2220,1267.0111,814.0051,0.5836
12,person,316.9004,221.4609,334.3919,270.4759,0.4682
12,person,701.5020,992.1502,749.9621,1078.4689,0.4681
12,person,955.2435,224.0518,977.3150,276.4688,0.4628
13,person,541.7372,697.9413,581.5107,795.2880,0.8773
13,person,949.4187,653.6599,1003.7699,736.9981,0.8559
13,person,650.4322,599.1517,685.7255,684.1875,0.8498
13,person,1014.3986,462.5867,1045.4858,532.2363,0.8318
13,person,347.9983,738.5572,393.7118,842.9762,0.8301
13,person,1277.3040,833.7763,1355.4691,925.7652,0.8282
13,person,1250.0380,434.2317,1290.5514,505.8645,0.8149
13,person,1612.8585,635.7719,1654.1440,731.7551,0.8129
13,person,233.6962,517.8173,266.0670,596.3598,0.8120
13,person,340.4479,498.1122,388.0511,572.5481,0.8087
13,person,1849.8798,807.5989,1898.4540,919.1032,0.7962
13,person,899.4399,365.8496,928.9462,427.3694,0.7905
13,person,125.6398,970.3658,167.7255,1079.8888,0.7845
13,person,1296.7428,397.8993,1326.9775,469.7746,0.7773
13,person,1356.9401,447.8416,1391.1493,521.2318,0.7756
13,person,373.8786,309.0895,399.3415,369.6388,0.7435
13,person,1058.8378,928.2931,1094.2610,1006.9449,0.7162
13,person,775.1187,371.2967,801.4163,436.8514,0.7017
13,person,1200.6984,356.7959,1222.4890,412.0744,0.6849
13,person,778.7677,420.7950,807.0765,496.3357,0.6704
13,person,1105.2650,314.3856,1129.0079,363.1529,0.6199
13,person,958.0868,221.1222,978.5609,276.3538,0.5306
13,person,703.7937,991.5564,752.7695,1077.9054,0.5041
13,person,317.3020,220.6068,335.4082,270.0691,0.4848
13,person,1207.7257,718.4347,1262.6929,817.8743,0.4574
14,person,538.6376,701.3163,585.5129,798.4786,0.8766
14,person,961.9805,653.5306,1008.7394,737.4002,0.8677
14,person,650.4749,600.1638,692.4656,686.2985,0.8396
14,person,1613.7202,637.8362,1658.0508,735.5010,0.8371
14,person,345.2228,738.6823,391.3009,843.3135,0.8223
14,person,1018.5873,463.8143,1048.7656,533.5148,0.8173
14,person,1252.7286,433.1829,1290.9420,506.8222,0.8160
14,person,1850.2808,807.5021,1899.4395,919.0734,0.8105
14,person,234.7258,518.1934,266.8549,597.3626,0.8105
14,person,342.7182,499.1822,388.3025,573.0085,0.8032
14,person,904.2477,366.1375,931.0247,427.3568,0.7976
14,person,1362.1538,449.4733,1392.7899,520.9783,0.7841
14,person,125.8064,970.4030,167.6013,1079.8760,0.7827
14,person,1263.4160,832.0937,1349.2567,923.0297,0.7604
14,person,1299.4409,398.7383,1327.2795,469.9111,0.7559
14,person,1201.5428,356.7893,1225.5905,413.4061,0.7489
14,person,374.0163,308.8251,399.3387,369.3876,0.7382
14,person,1060.6193,925.6137,1097.8212,1012.1673,0.7076
14,person,775.7094,371.5999,801.1213,439.8228,0.6765
14,person,1108.6567,316.3350,1130.0912,363.3579,0.6391
14,person,704.5526,991.4925,753.3948,1078.6367,0.5593
14,sports ball,1245.1912,905.2564,1261.3965,922.3196,0.5480
14,person,778.7569,421.8832,807.8364,496.9096,0.5183
14,person,1208.1405,721.0712,1272.3563,823.0463,0.4819
14,person,959.3851,221.9076,979.1245,276.6426,0.4780
14,person,317.2480,218.6805,335.9989,269.4349,0.4710
15,person,537.8719,703.3308,589.3158,798.5253,0.8780
15,person,652.8085,601.5552,700.5947,687.9033,0.8575
15,person,968.4472,652.6531,1013.3135,737.9813,0.8522
15,person,1615.7360,640.4529,1661.3073,738.6810,0.8438
15,person,1020.9663,466.2843,1051.1776,533.3066,0.8397
15,person,343.4643,737.8209,388.5645,843.1487,0.8297
15,person,1246.6384,834.9437,1341.6982,925.5696,0.8257
15,person,344.8850,499.7091,386.9688,577.2098,0.8250
15,person,1851.1693,807.3600,1900.8444,919.2418,0.8128
15,person,235.4566,519.2427,268.6211,597.7368,0.8072
15,person,1256.1698,433.0050,1293.1267,507.2271,0.8040
15,person,126.3321,970.6718,167.2952,1079.7012,0.7982
15,person,1368.0776,449.8205,1396.1431,522.1932,0.7954
15,person,906.7784,365.7076,931.1786,428.9402,0.7914
15,person,1300.0731,396.8276,1329.1099,469.7140,0.7612
15,person,1200.7798,355.8143,1231.4811,415.6194,0.7568
15,person,374.0759,309.1011,399.7773,369.6439,0.7484
15,person,1062.0319,924.3918,1099.1719,1012.4374,0.7449
15,person,1216.1202,720.7015,1281.5237,825.2027,0.7118
15,person,778.2713,420.9523,808.8550,497.5678,0.7071
15,person,1108.7308,317.6435,1132.1812,363.9515,0.6777
15,person,776.1312,373.0067,801.1176,437.9546,0.6619
15,person,706.0076,991.3936,753.7407,1078.7018,0.5953
15,person,317.3928,218.5523,337.0403,270.6925,0.4812
15,person,960.3237,225.1430,979.5828,276.8642,0.4802
16,person,537.9625,705.8394,590.9230,799.1686,0.8779
16,person,656.8629,603.3836,705.3882,690.9417,0.8598
16,person,974.3011,653.2032,1016.5034,741.3064,0.8452
16,person,1023.2547,466.2113,1054.9231,533.6518,0.8443
16,person,1617.8617,644.7628,1664.9630,745.3661,0.8440
16,person,348.0194,499.9197,388.0555,576.9432,0.8265
16,person,341.3615,736.1306,385.3210,843.3481,0.8208
16,person,1371.0861,450.0092,1400.8861,521.8158,0.8135
16,person,235.7849,519.5469,272.3779,598.9174,0.8031
16,person,126.3779,970.6375,167.2794,1079.6826,0.7980
16,person,1853.2745,807.3988,1901.8824,919.6205,0.7957
16,person,1261.5289,433.8816,1294.1124,506.2619,0.7948
16,person,909.3090,365.0822,933.7204,428.6879,0.7781
16,person,1237.5996,829.7906,1331.0317,923.9600,0.7715
16,person,1304.0066,397.9673,1330.3668,467.9909,0.7616
16,person,778.9962,420.2524,809.6140,499.2216,0.7512
16,person,374.5342,309.9404,399.7317,371.0105,0.7484
16,person,1204.6239,354.9784,1236.0657,415.8994,0.7475
16,person,1064.1819,922.9188,1101.8705,1013.4858,0.7306
16,person,1108.7732,316.6625,1135.7003,363.5492,0.6341
16,person,777.1584,373.8274,801.3384,433.6491,0.5995
16,person,707.3569,990.9000,755.6190,1078.4403,0.5493
16,person,961.8633,224.6191,981.5288,276.8990,0.5139
16,person,317.4827,216.0075,337.3662,270.1889,0.4804
17,person,537.6870,705.8669,592.6613,799.3472,0.8786
17,person,1618.7402,648.1357,1669.4106,750.4557,0.8442
17,person,978.4032,653.1209,1024.9164,746.3280,0.8388
17,person,662.2266,605.4588,705.7150,691.1084,0.8347
17,person,1026.2554,467.2771,1056.2235,533.4163,0.8323
17,person,340.2756,736.1556,382.6072,841.9832,0.8309
17,person,236.1633,518.4481,273.5688,600.0367,0.8237
17,person,350.5001,500.0388,386.8210,577.0544,0.8160
17,person,1371.8815,448.7699,1403.8046,520.9948,0.8129
17,person,125.9186,970.5906,167.1258,1079.7518,0.7981
17,person,911.6545,362.9399,936.4393,428.7459,0.7796
17,person,1853.4573,807.1372,1902.1318,919.4435,0.7774
17,person,1265.8049,433.0614,1295.1399,505.4887,0.7585
17,person,779.6119,421.6871,811.1013,498.1941,0.7582
17,person,1204.4806,356.3428,1239.2495,417.3177,0.7478
17,person,374.5513,310.2827,399.8390,370.8247,0.7407
17,person,1241.4141,829.9237,1315.4073,926.3818,0.7254
17,person,1065.5657,922.1353,1103.7191,1020.7170,0.7245
17,person,1305.5339,396.7516,1332.6130,467.3446,0.7125
17,person,1108.8087,316.8080,1138.9585,363.6077,0.6735
17,person,962.0665,223.0311,981.9309,276.6383,0.5582
17,person,777.1350,374.4255,801.4095,434.4808,0.5411
17,person,707.3477,990.8331,756.1224,1078.2041,0.5300
17,person,317.6940,220.0394,337.5224,271.0871,0.4891
17,sports ball,1218.2319,905.9724,1237.3383,922.9631,0.4742
17,person,1232.5032,719.5193,1294.4199,832.0395,0.4067
18,person,537.5410,703.4388,596.5925,799.3110,0.8791
18,person,1615.9780,651.6632,1671.1957,750.4034,0.8429
18,person,1025.7882,468.4911,1056.5852,533.7889,0.8356
18,person,984.5442,657.7810,1035.6240,749.2273,0.8324
18,person,236.7364,519.3738,273.9572,599.7097,0.8290
18,person,668.3722,607.7938,709.8024,691.5258,0.8275
18,person,338.4524,736.8043,380.0222,842.3057,0.8269
18,person,355.8914,499.9550,386.4884,577.5425,0.8067
18,person,1373.3475,448.5764,1408.5154,521.7585,0.7997
18,person,125.7525,970.6295,167.1307,1079.7532,0.7942
18,person,913.1008,364.2148,938.0925,428.9341,0.7742
18,person,1206.9995,358.1741,1239.7783,415.1516,0.7722
18,person,1269.7675,433.1977,1295.8147,506.1388,0.7705
18,person,780.6391,423.5149,812.0604,498.8963,0.7472
18,person,1856.0828,807.1177,1904.3783,918.9635,0.7412
18,person,374.5353,310.3804,400.2992,371.4185,0.7387
18,person,1066.4471,921.0471,1106.0343,1012.8181,0.7102
18,person,1232.9458,760.7322,1292.2046,832.3591,0.7006
18,person,1306.2850,396.6803,1336.0404,469.3664,0.6726
18,person,1109.0011,317.1509,1142.6464,364.5784,0.6715
18,person,1237.4510,717.3767,1279.9226,785.1644,0.5587
18,sports ball,1201.7305,905.3945,1220.4515,919.1226,0.5267
18,person,776.9971,374.5875,802.0289,440.7651,0.5149
18,person,962.3363,225.8370,984.1672,277.8394,0.4948
18,person,317.5692,219.2537,337.5574,270.5822,0.4513
18,person,709.8864,990.0251,757.7858,1078.5693,0.4287
18,person,1237.6693,826.9358,1276.7347,928.2334,0.4260
19,person,537.7011,702.5051,600.9263,798.6354,0.8792
19,person,990.5414,660.3845,1045.0120,749.9874,0.8522
19,person,1616.1255,653.6318,1669.6831,750.6193,0.8403
19,person,237.4303,520.6960,276.2336,601.8536,0.8377
19,person,1025.9745,467.8163,1059.6083,538.0696,0.8256
19,person,336.8748,738.1930,377.0129,845.4679,0.8242
19,person,357.5844,499.4057,386.5916,577.1611,0.8162
